"","res","",""
"5047","135","6","111011"
"5048","135","3","111"
"5049","136","4","1"
"5050","136","3","000"
"5051","136","3","111"
"5052","136","4","1011"
"5053","136","4","1101"
"5054","136","4","1101"
"5055","136","5","01101"
"5056","136","5","11111"
"5057","136","3","111"
"5058","136","4","1111"
"5059","136","3","000"
"5060","137","9","111111111"
"5061","137","9","111111111"
"5062","137","7","1111101"
"5063","137","7","1111111"
"5064","137","5","11010"
"5065","138","4","0000"
"5066","138","6","000000"
"5067","138","6","111111"
"5068","138","6","111111"
"5069","138","6","111111"
"5070","138","3","000"
"5071","138","7","0000000"
"5072","138","9","111111111"
"5073","138","8","11111111"
"5074","138","6","111111"
"5075","139","3","0"
"5076","139","3","111"
"5077","139","3","000"
"5078","139","3","111"
"5079","139","7","1111110"
"5080","140","3","0"
"5081","140","5","0"
"5082","140","5","0"
"5083","140","6","0"
"5084","140","6","0"
"5085","140","7","1111111"
"5086","140","7","1111111"
"5087","140","9","111111010"
"5088","140","4","0000"
"5089","140","3","000"
"5090","140","3","011"
"5091","140","3","111"
"5092","140","6","101111"
"5093","141","9","101111111"
"5094","141","5","11111"
"5095","141","3","111"
"5096","142","3","011"
"5097","142","8","11011111"
"5098","142","8","00000000"
"5099","142","5","00111"
"5100","142","9","111111111"
"5101","142","6","111111"
"5102","143","3","1"
"5103","143","7","1"
"5104","143","8","1"
"5105","143","10","1111111110"
"5106","144","5","11111"
"5107","144","4","1111"
"5108","144","3","101"
"5109","144","3","101"
"5110","144","4","0000"
"5111","144","5","00000"
"5112","144","5","00000"
"5113","144","3","101"
"5114","145","4","0"
"5115","145","4","0000"
"5116","145","4","1111"
"5117","145","3","011"
"5118","145","3","111"
"5119","145","3","111"
"5120","146","5","11111"
"5121","146","4","1111"
"5122","146","4","1111"
"5123","147","4","1111"
"5124","147","8","11111111"
"5125","147","3","000"
"5126","147","5","11101"
"5127","147","3","011"
"5128","147","7","1111111"
"5129","147","6","000000"
"5130","147","5","11111"
"5131","148","5","11111"
"5132","148","3","000"
"5133","148","4","1111"
"5134","148","4","1111"
"5135","148","4","1110"
"5136","149","9","111111111"
"5137","150","4","111111111"
"5138","150","6","111111111"
"5139","150","4","0000"
"5140","150","7","0000000"
"5141","150","10","1111111010"
"5142","150","10","1111111000"
"5143","150","9","111100000"
"5144","151","3","111100000"
"5145","151","7","111100000"
"5146","151","7","1111110"
"5147","151","6","111111"
"5148","152","6","111111"
"5149","152","6","111111"
"5150","152","4","1111"
"5151","152","3","000"
"5152","153","6","11"
"5153","153","6","000000"
"5154","153","5","11111"
"5155","153","3","101"
"5156","153","3","100"
"5157","154","5","1"
"5158","154","4","1111"
"5159","154","7","0001111"
"5160","154","7","1111111"
"5161","154","7","1111111"
"5162","154","6","111111"
"5163","154","6","111111"
"5164","154","6","111111"
"5165","154","10","1111111111"
"5166","154","11","11011111111"
"5167","154","12","111111111111"
"5168","154","6","000000"
"5169","154","4","0000"
"5170","154","3","111"
"5171","154","5","11111"
"5172","154","4","1111"
"5173","154","4","1111"
"5174","154","3","111"
"5175","154","5","11111"
"5176","154","6","000111"
"5177","154","7","1111111"
"5178","154","7","1111111"
"5179","155","7","0000000"
"5180","155","10","0000000000"
"5181","156","4","0"
"5182","156","9","000000000"
"5183","156","10","0000000000"
"5184","156","8","00100001"
"5185","157","5","1"
"5186","157","9","000000001"
"5187","157","3","100"
"5188","158","9","000000000"
"5189","158","8","00000000"
"5190","158","9","010000100"
"5191","158","10","0000000000"
"5192","158","6","111111"
"5193","158","5","11111"
"5194","158","13","1100000000000"
"5195","158","7","0000000"
"5196","159","4","0010"
"5197","159","4","0010"
"5198","159","6","100000"
"5199","159","12","000000000000"
"5200","159","13","0000000000000"
"5201","159","15","000000000100000"
"5202","159","11","00100000000"
"5203","159","8","01011011"
"5204","160","3","011"
"5205","160","3","011"
"5206","160","3","110"
"5207","160","3","011"
"5208","160","3","001"
"5209","160","4","0000"
"5210","160","13","0000000000000"
"5211","160","7","0000010"
"5212","160","4","0000"
"5213","160","15","000000000000000"
"5214","160","9","110101111"
"5215","160","4","0000"
"5216","160","3","001"
"5217","161","4","1111"
"5218","162","4","0"
"5219","162","4","0111"
"5220","162","7","1111111"
"5221","162","7","1111111"
"5222","162","6","111111"
"5223","162","9","111111111"
"5224","162","9","111111111"
"5225","162","9","111111111"
"5226","162","7","1111111"
"5227","162","12","111111111111"
"5228","162","12","111111111111"
"5229","162","11","11111111111"
"5230","162","11","11111111111"
"5231","162","5","00000"
"5232","164","6","000000000"
"5233","164","7","0000000"
"5234","164","5","00000"
"5235","164","5","00000"
"5236","164","4","0000"
"5237","164","4","0000"
"5238","164","4","0010"
"5239","164","4","0010"
"5240","164","5","00101"
"5241","164","5","01100"
"5242","164","3","101"
"5243","164","3","000"
"5244","165","15","0000000"
"5245","165","20","00000000000000000000"
"5246","165","11","00000000000"
"5247","165","8","00000001"
"5248","165","17","00000000000000000"
"5249","165","15","000000000000000"
"5250","165","7","0000000"
"5251","166","8","00000000"
"5252","166","7","0000000"
"5253","166","10","0000000000"
"5254","166","9","000000001"
"5255","167","5","00000"
"5256","167","7","00000"
"5257","167","11","00000000000"
"5258","167","12","000000000000"
"5259","167","13","0000000000000"
"5260","167","6","111010"
"5261","167","9","000000000"
"5262","167","9","000000000"
"5263","167","6","000000"
"5264","167","3","000"
"5265","168","5","00000"
"5266","168","9","000000000"
"5267","168","12","000000000000"
"5268","168","12","000000000100"
"5269","168","9","000000000"
"5270","168","12","000000000000"
"5271","169","4","1111"
"5272","169","4","1111"
"5273","169","7","1001111"
"5274","169","11","01110011111"
"5275","169","4","0000"
"5276","170","3","111"
"5277","170","9","111111111"
"5278","170","7","1111111"
"5279","170","9","111111111"
"5280","170","9","111111111"
"5281","170","8","11111111"
"5282","170","9","111111111"
"5283","170","12","111111101111"
"5284","170","3","111"
"5285","170","3","111"
"5286","171","5","0"
"5287","171","5","10011"
"5288","171","5","11000"
"5289","171","5","11000"
"5290","171","5","00000"
"5291","171","3","111"
"5292","171","5","00000"
"5293","171","5","01000"
"5294","171","5","01111"
"5295","171","3","000"
"5296","171","3","000"
"5297","172","3","0"
"5298","172","6","0"
"5299","172","7","0"
"5300","172","11","00000000000"
"5301","172","13","0000000000000"
"5302","172","11","00000000000"
"5303","173","3","1111"
"5304","173","3","000"
"5305","173","3","000"
"5306","173","3","000"
"5307","173","3","000"
"5308","173","4","0001"
"5309","173","7","0001100"
"5310","173","9","000110000"
"5311","173","5","11100"
"5312","174","8","00000000"
"5313","174","8","00001010"
"5314","174","17","00000000000000000"
"5315","175","4","0"
"5316","175","6","0"
"5317","175","9","000000000"
"5318","175","9","000000000"
"5319","175","7","1110000"
"5320","175","15","000000000000110"
"5321","175","11","00000011010"
"5322","175","7","0000111"
"5323","176","13","0000000000000"
"5324","176","16","0000000000000000"
"5325","176","10","0000000000"
"5326","176","16","0000000000000000"
"5327","176","8","00000000"
"5328","176","8","00000000"
"5329","176","6","000000"
"5330","176","5","00000"
"5331","177","6","000000"
"5332","177","10","0000000000"
"5333","177","13","0000000000011"
"5334","177","8","00000000"
"5335","177","11","00000000011"
"5336","177","8","00000000"
"5337","177","12","010000000100"
"5338","177","6","000000"
"5339","177","12","110000000000"
"5340","177","11","00000000001"
"5341","177","10","0000000100"
"5342","177","6","100000"
"5343","177","3","001"
"5344","177","3","111"
"5345","177","3","110"
"5346","177","3","110"
"5347","178","4","0"
"5348","178","10","1111111111"
"5349","178","7","1111111"
"5350","178","7","1111111"
"5351","178","6","111111"
"5352","178","4","1111"
"5353","178","4","1111"
"5354","178","5","11111"
"5355","178","4","0100"
"5356","178","4","0000"
"5357","178","5","11011"
"5358","178","4","0000"
"5359","178","3","111"
"5360","180","4","0"
"5361","180","3","0"
"5362","180","6","000000"
"5363","180","4","0000"
"5364","180","6","000000"
"5365","180","6","000000"
"5366","180","4","0000"
"5367","180","12","111101000100"
"5368","180","15","000000000000000"
"5369","180","11","00000000000"
"5370","180","9","000000000"
"5371","180","7","0000000"
"5372","180","4","0000"
"5373","181","11","00000000000"
"5374","181","15","000000000000000"
"5375","181","13","0000000000000"
"5376","181","7","1111111"
"5377","181","7","1111111"
"5378","181","9","000000000"
"5379","181","5","10111"
"5380","181","6","111111"
"5381","181","5","00000"
"5382","181","4","1100"
"5383","181","3","000"
"5384","182","3","111"
"5385","182","3","110"
"5386","182","5","11111"
"5387","182","4","1111"
"5388","182","3","111"
"5389","182","3","111"
"5390","182","4","1111"
"5391","182","4","1011"
"5392","182","4","1111"
"5393","182","5","11111"
"5394","182","6","111111"
"5395","182","6","111111"
"5396","182","5","01011"
"5397","182","7","1111111"
"5398","182","7","1111111"
"5399","182","5","11111"
"5400","182","5","01100"
"5401","182","6","111111"
"5402","182","4","1111"
"5403","183","3","0"
"5404","183","3","0"
"5405","183","10","1111111111"
"5406","183","6","111111"
"5407","183","11","11111111111"
"5408","183","11","11111111111"
"5409","183","9","111011111"
"5410","183","9","111111111"
"5411","183","8","00000000"
"5412","184","4","111"
"5413","184","6","011111"
"5414","184","8","11111111"
"5415","184","10","1111111111"
"5416","184","8","11111111"
"5417","184","9","111111111"
"5418","184","8","11111111"
"5419","184","8","11111111"
"5420","184","7","1111111"
"5421","184","6","111111"
"5422","185","4","1"
"5423","185","3","000"
"5424","185","5","01111"
"5425","185","6","011111"
"5426","185","6","111011"
"5427","185","4","1111"
"5428","186","3","111"
"5429","186","5","11111"
"5430","186","8","11111111"
"5431","186","8","11111111"
"5432","186","8","11111111"
"5433","186","8","11111111"
"5434","186","8","11111101"
"5435","186","7","1111110"
"5436","186","5","11101"
"5437","186","3","101"
"5438","186","6","000000"
"5439","186","8","11111111"
"5440","186","8","00000000"
"5441","186","5","11111"
"5442","186","4","1111"
"5443","187","11","11111111111"
"5444","187","4","0000"
"5445","187","12","111111111111"
"5446","187","9","111111111"
"5447","187","8","11111111"
"5448","187","4","1111"
"5449","187","5","11111"
"5450","187","3","100"
"5451","187","8","11111111"
"5452","187","7","0000000"
"5453","187","7","1111111"
"5454","187","9","111111111"
"5455","187","9","111111111"
"5456","187","7","1111111"
"5457","187","7","1111111"
"5458","188","4","0000"
"5459","188","13","0000000000000"
"5460","188","4","0000"
"5461","189","7","0"
"5462","190","8","00000000"
"5463","190","9","000000000"
"5464","190","6","000000"
"5465","190","6","000000"
"5466","190","7","0000000"
"5467","190","9","000000000"
"5468","190","5","00000"
"5469","190","8","00000000"
"5470","190","4","0000"
"5471","190","3","000"
"5472","190","3","000"
"5473","191","4","0100"
"5474","191","5","10000"
"5475","191","5","01000"
"5476","191","6","100001"
"5477","191","8","11010110"
"5478","191","8","00000100"
"5479","191","7","0000000"
"5480","191","4","0000"
"5481","191","4","0000"
"5482","191","4","0000"
"5483","191","8","00000001"
"5484","191","6","000010"
"5485","192","10","0000101100"
"5486","192","12","000000000000"
"5487","192","8","00000000"
"5488","192","5","00000"
"5489","192","8","00000100"
"5490","192","6","000000"
"5491","192","10","0000001000"
"5492","192","14","00010000000000"
"5493","192","11","00000000000"
"5494","192","8","00000000"
"5495","192","10","0000000000"
"5496","192","10","0000000000"
"5497","192","8","00000000"
"5498","193","4","0100"
"5499","193","3","000"
"5500","193","3","000"
"5501","193","3","000"
"5502","193","3","000"
"5503","193","5","00000"
"5504","193","6","000111"
"5505","194","4","0000"
"5506","194","5","00000"
"5507","194","5","01000"
"5508","194","6","100000"
"5509","194","8","00000000"
"5510","195","3","00000000"
"5511","195","3","00000000"
"5512","195","3","00000000"
"5513","195","3","00000000"
"5514","195","5","00000"
"5515","195","9","000000000"
"5516","195","8","00000000"
"5517","195","5","00000"
"5518","195","7","0000000"
"5519","195","8","00000000"
"5520","195","5","00000"
"5521","196","4","11"
"5522","196","4","11"
"5523","196","4","0001"
"5524","196","4","0000"
"5525","196","4","0000"
"5526","196","5","00000"
"5527","196","5","00000"
"5528","196","5","00000"
"5529","196","5","00000"
"5530","196","5","00011"
"5531","196","6","000000"
"5532","196","5","00000"
"5533","196","12","000000000000"
"5534","197","10","0000000000"
"5535","197","10","0000000000"
"5536","197","11","00000000000"
"5537","197","3","000"
"5538","198","7","0000000"
"5539","198","4","0000"
"5540","199","7","0000000"
"5541","200","6","111111"
"5542","200","6","111111"
"5543","200","5","00000"
"5544","200","4","1111"
"5545","201","7","0000000"
"5546","201","6","000000"
"5547","201","12","000000000000"
"5548","201","10","0000001100"
"5549","202","10","1011000000"
"5550","202","13","1011000000000"
"5551","203","3","000000000000"
"5552","203","4","000000000000"
"5553","203","5","000000000000"
"5554","203","6","101011"
"5555","203","5","11001"
"5556","203","6","111111"
"5557","203","8","11111111"
"5558","203","10","1111111111"
"5559","203","8","11111011"
"5560","203","8","11111111"
"5561","203","8","11111111"
"5562","203","7","1100010"
"5563","203","5","11011"
"5564","203","4","0010"
"5565","203","4","1111"
"5566","204","6","00"
"5567","204","13","00"
"5568","204","11","00000000000"
"5569","204","7","0000000"
"5570","204","4","1100"
"5571","204","4","0000"
"5572","204","10","1111111111"
"5573","204","9","111111111"
"5574","205","3","1"
"5575","205","3","1"
"5576","205","5","1"
"5577","205","5","1"
"5578","205","6","1"
"5579","205","7","1111111"
"5580","205","11","11111111111"
"5581","205","10","1111111111"
"5582","205","7","1111111"
"5583","206","3","1"
"5584","206","6","1"
"5585","206","10","1111111111"
"5586","206","10","1111111111"
"5587","206","8","11111111"
"5588","206","8","11111111"
"5589","206","6","111111"
"5590","206","6","111111"
"5591","206","4","1111"
"5592","206","4","1111"
"5593","206","4","1111"
"5594","207","5","00"
"5595","207","7","1111111"
"5596","207","5","11111"
"5597","207","3","000"
"5598","207","5","11111"
"5599","207","5","11111"
"5600","207","6","111111"
"5601","207","3","000"
"5602","208","3","000"
"5603","208","6","111111"
"5604","208","8","11111111"
"5605","209","5","11111"
"5606","209","4","0000"
"5607","210","3","0"
"5608","210","5","11110"
"5609","210","7","1111111"
"5610","210","8","11111111"
"5611","210","5","11111"
"5612","211","7","0111110"
"5613","211","7","1111111"
"5614","211","6","111111"
"5615","211","5","11111"
"5616","211","7","1111100"
"5617","211","4","0000"
"5618","211","8","11111111"
"5619","211","4","1111"
"5620","211","3","111"
"5621","212","4","11"
"5622","212","6","11"
"5623","212","4","0000"
"5624","212","4","0000"
"5625","212","10","1111111111"
"5626","212","11","11111111111"
"5627","212","11","01001111111"
"5628","213","7","1111111"
"5629","214","5","11111"
"5630","214","5","11111"
"5631","214","9","101111111"
"5632","214","4","1111"
"5633","214","6","111110"
"5634","214","8","11110111"
"5635","214","6","110111"
"5636","215","3","111"
"5637","215","6","111111"
"5638","215","6","011101"
"5639","215","7","0111011"
"5640","215","6","111110"
"5641","215","7","1111111"
"5642","215","3","111"
"5643","215","3","111"
"5644","215","5","10111"
"5645","215","4","1111"
"5646","216","5","11111"
"5647","216","5","11011"
"5648","216","4","1111"
"5649","217","4","1111"
"5650","217","4","1111"
"5651","217","6","111100"
"5652","217","6","111111"
"5653","217","7","1101111"
"5654","217","5","11011"
"5655","217","4","1100"
"5656","217","4","1111"
"5657","217","3","111"
"5658","218","4","1001"
"5659","218","4","1001"
"5660","218","10","0000000000"
"5661","218","9","000000011"
"5662","218","8","00000000"
"5663","218","4","1110"
"5664","1249","4","0000"
"5665","1249","4","0000"
"5666","1249","7","0000000"
"5667","1249","8","00000000"
"5668","1249","6","000010"
"5669","1249","5","00000"
"5670","1249","5","00000"
"5671","1249","10","0000000000"
"5672","1249","7","1111111"
"5673","1249","9","000000000"
"5674","1250","5","11011"
"5675","1250","3","110"
"5676","1250","4","1101"
"5677","1251","6","00"
"5678","1251","9","000000000"
"5679","1251","3","000"
"5680","1251","12","000000000000"
"5681","1251","10","0000000000"
"5682","1251","3","100"
"5683","1251","3","000"
"5684","1251","5","00000"
"5685","1251","9","000000000"
"5686","1251","5","00000"
"5687","1251","3","000"
"5688","1252","5","00"
"5689","1252","5","00"
"5690","1252","5","00"
"5691","1252","6","00"
"5692","1252","6","00"
"5693","1252","7","00"
"5694","1252","8","00"
"5695","1252","10","00"
"5696","1252","10","00"
"5697","1252","9","00"
"5698","1252","11","00"
"5699","1252","13","00"
"5700","1252","13","00"
"5701","1252","9","00"
"5702","1252","11","00"
"5703","1252","11","00"
"5704","1252","6","00"
"5705","1252","13","00"
"5706","1252","13","00"
"5707","1252","9","00"
"5708","1252","13","1111011010111"
"5709","1252","13","1110000110111"
"5710","1252","13","1111111011111"
"5711","1252","14","11111110101011"
"5712","1252","6","001110"
"5713","1252","14","11111011100111"
"5714","1252","5","11111"
"5715","1252","7","1111110"
"5716","1252","14","11111111110111"
"5717","1252","14","11111010111011"
"5718","1252","14","11111111101111"
"5719","1252","14","11100010101111"
"5720","1252","14","11001111101011"
"5721","1252","14","11000000000010"
"5722","1252","14","00000000010010"
"5723","1252","7","1000000"
"5724","1252","14","00000000000010"
"5725","1252","9","100000000"
"5726","1252","14","00000000000000"
"5727","1252","14","00000000000000"
"5728","1252","9","000000000"
"5729","1252","13","1110000000110"
"5730","1252","11","00000000000"
"5731","1252","12","010111001011"
"5732","1252","11","00001000000"
"5733","1252","9","000000000"
"5734","1252","10","1000111110"
"5735","1252","9","000000000"
"5736","1252","9","010111011"
"5737","1252","12","011111111111"
"5738","1252","12","011111111111"
"5739","1252","8","11111111"
"5740","1252","12","000000000001"
"5741","1252","12","000000000001"
"5742","1252","11","01111110100"
"5743","1252","11","01111110100"
"5744","1252","9","111111101"
"5745","1252","10","0110111111"
"5746","1252","9","000000000"
"5747","1252","10","0101110011"
"5748","1252","10","0101110011"
"5749","1252","9","000010100"
"5750","1252","9","000010100"
"5751","1252","9","110111011"
"5752","1252","9","000010010"
"5753","1252","8","00000000"
"5754","1252","7","1111101"
"5755","1252","6","000000"
"5756","1253","3","111"
"5757","1254","3","10"
"5758","1254","12","111111101111"
"5759","1254","9","000000000"
"5760","1254","9","111111111"
"5761","1254","7","1111111"
"5762","1254","9","111111111"
"5763","1254","5","00000"
"5764","1254","4","1111"
"5765","1254","3","000"
"5766","1255","5","000"
"5767","1255","7","0000000"
"5768","1255","10","0000000000"
"5769","1255","11","00000000000"
"5770","1255","11","00000000000"
"5771","1255","9","000000000"
"5772","1255","10","0000000000"
"5773","1255","4","0000"
"5774","1255","3","000"
"5775","1256","6","111111"
"5776","1256","6","111111"
"5777","1256","6","111100"
"5778","1256","6","111111"
"5779","1256","6","111111"
"5780","1256","8","11111111"
"5781","1256","7","1100111"
"5782","1256","3","111"
"5783","1256","4","1111"
"5784","1256","3","111"
"5785","1256","3","111"
"5786","1257","3","1111"
"5787","1257","5","1111"
"5788","1257","6","111111"
"5789","1257","8","11111111"
"5790","1257","9","000000010"
"5791","1257","9","111111111"
"5792","1257","6","111110"
"5793","1257","4","0000"
"5794","1257","8","11111111"
"5795","1257","8","11111111"
"5796","1257","6","110111"
"5797","1257","6","111111"
"5798","1258","7","0"
"5799","1258","9","111111111"
"5800","1258","7","0000000"
"5801","1258","8","11111111"
"5802","1258","9","111111111"
"5803","1258","6","111101"
"5804","1258","5","11101"
"5805","1258","5","11111"
"5806","1258","6","111110"
"5807","1258","4","1110"
"5808","1258","3","000"
"5809","1259","4","000"
"5810","1259","6","111110"
"5811","1259","4","1111"
"5812","1259","9","111111111"
"5813","1259","8","00101110"
"5814","1259","7","0111111"
"5815","1259","6","101110"
"5816","1259","4","0000"
"5817","1259","11","11111111111"
"5818","1259","3","111"
"5819","1259","3","111"
"5820","1260","4","1010"
"5821","1260","6","111111"
"5822","1260","4","0000"
"5823","1260","10","1111111110"
"5824","1260","10","1111111110"
"5825","1260","10","1111111001"
"5826","1260","4","0000"
"5827","1260","8","11111111"
"5828","1260","5","00000"
"5829","1260","6","111111"
"5830","1260","5","00000"
"5831","1260","13","0110100111111"
"5832","1260","12","010011111111"
"5833","1260","13","1111110100011"
"5834","1260","7","0000000"
"5835","1260","11","00111111110"
"5836","1261","4","1111"
"5837","1261","5","00000"
"5838","1262","6","000000"
"5839","1262","7","1111111"
"5840","1262","5","11111"
"5841","1262","4","0100"
"5842","1262","3","111"
"5843","1262","5","11111"
"5844","1262","8","11111111"
"5845","1262","8","11111111"
"5846","1262","8","11111111"
"5847","1262","12","111111111111"
"5848","1262","12","111111111110"
"5849","1262","12","111111111111"
"5850","1262","12","111111111111"
"5851","1262","9","111111110"
"5852","1262","3","111"
"5853","1263","6","111011"
"5854","1263","5","11111"
"5855","1263","4","0000"
"5856","1263","5","11111"
"5857","1264","3","111"
"5858","1264","5","11111"
"5859","1264","5","11111"
"5860","1264","5","11111"
"5861","1264","5","00000"
"5862","1264","6","101111"
"5863","1265","3","11"
"5864","1265","3","11"
"5865","1265","3","11"
"5866","1265","4","11"
"5867","1265","7","1111111"
"5868","1265","7","1111110"
"5869","1265","4","0000"
"5870","1265","8","11111111"
"5871","1265","8","11011111"
"5872","1265","8","11111111"
"5873","1265","3","100"
"5874","1266","5","11111"
"5875","1266","5","11111"
"5876","1266","8","11111111"
"5877","1266","12","111111111111"
"5878","1266","11","11111111101"
"5879","1266","8","11110110"
"5880","1266","9","111110101"
"5881","1266","5","00000"
"5882","1266","5","11111"
"5883","1267","6","111111"
"5884","1267","7","1111111"
"5885","1267","7","1111111"
"5886","1267","7","1111111"
"5887","1268","6","111111"
"5888","1268","4","1111"
"5889","1269","10","1111111111"
"5890","1269","9","111111111"
"5891","1269","9","111111111"
"5892","1269","8","11111111"
"5893","1269","7","1111111"
"5894","1269","7","1111111"
"5895","1269","9","111111111"
"5896","1270","5","000"
"5897","1270","5","000"
"5898","1270","5","000"
"5899","1270","5","000"
"5900","1270","5","000"
"5901","1270","7","000"
"5902","1270","3","000"
"5903","1270","6","111111"
"5904","1270","7","1111111"
"5905","1270","11","11111111111"
"5906","1270","11","11111111111"
"5907","1270","11","11111111111"
"5908","1270","11","11111111111"
"5909","1270","10","1111111111"
"5910","1270","8","11111111"
"5911","1270","5","11111"
"5912","1270","5","11111"
"5913","1270","4","1111"
"5914","1270","4","1111"
"5915","1271","5","1011"
"5916","1271","5","1011"
"5917","1272","6","111111"
"5918","1272","5","00000"
"5919","1272","4","0111"
"5920","1272","8","11011111"
"5921","1272","14","00000000000000"
"5922","1272","15","000000000000000"
"5923","1272","16","0100000100000000"
"5924","1273","3","111"
"5925","1273","4","1111"
"5926","1273","3","111"
"5927","1273","3","111"
"5928","1273","3","111"
"5929","1273","3","111"
"5930","1274","4","1"
"5931","1274","7","1111111"
"5932","1274","5","11111"
"5933","1274","6","111110"
"5934","1274","7","1111111"
"5935","1274","6","111111"
"5936","1274","6","111101"
"5937","1274","3","111"
"5938","1275","5","11111"
"5939","1275","6","111111"
"5940","1275","6","111101"
"5941","1275","4","1111"
"5942","1275","3","001"
"5943","1275","4","1101"
"5944","1275","5","11111"
"5945","1275","3","111"
"5946","1276","4","1"
"5947","1276","3","111"
"5948","1276","5","01111"
"5949","1277","7","1111110"
"5950","1277","6","000000"
"5951","1277","9","111111111"
"5952","1277","8","10111111"
"5953","1277","8","01111111"
"5954","1277","10","1111111111"
"5955","1277","5","11111"
"5956","1277","5","01111"
"5957","1277","3","111"
"5958","1277","4","1111"
"5959","1277","5","11111"
"5960","1277","5","11110"
"5961","1277","5","11011"
"5962","1278","3","011"
"5963","1278","4","1111"
"5964","1278","4","1111"
"5965","1278","4","1111"
"5966","1278","4","1111"
"5967","1278","4","1111"
"5968","1278","3","000"
"5969","1278","5","11111"
"5970","1278","4","1101"
"5971","1279","7","0000"
"5972","1279","10","0000"
"5973","1279","5","00000"
"5974","1279","9","011111110"
"5975","1279","9","111111110"
"5976","1279","9","000000000"
"5977","1279","9","000010000"
"5978","1279","6","010000"
"5979","1279","5","00010"
"5980","1279","3","010"
"5981","1280","5","0000"
"5982","1280","8","0000"
"5983","1280","3","0000"
"5984","1280","6","0000"
"5985","1280","9","0000"
"5986","1280","9","0000"
"5987","1280","10","0000"
"5988","1280","10","0000"
"5989","1280","7","1001110"
"5990","1280","10","0000000000"
"5991","1280","6","110001"
"5992","1280","4","0000"
"5993","1280","14","00000000000000"
"5994","1280","4","0000"
"5995","1281","3","111"
"5996","1281","7","1111111"
"5997","1281","5","11111"
"5998","1282","4","1111"
"5999","1282","5","11111"
"6000","1282","5","01111"
"6001","1282","4","1010"
"6002","1282","4","1101"
"6003","1283","8","11111111"
"6004","1283","8","11111111"
"6005","1283","8","11111111"
"6006","1283","8","11111110"
"6007","1283","7","1111011"
"6008","1283","4","0000"
"6009","1283","6","011010"
"6010","1283","6","000000"
"6011","1283","6","111111"
"6012","1284","3","00"
"6013","1284","3","111"
"6014","1284","3","111"
"6015","1285","14","01000001000000"
"6016","1285","15","000000000000000"
"6017","1285","19","0000000000000000000"
"6018","1285","19","0000000000000000000"
"6019","1285","13","0000000000010"
"6020","1285","6","000000"
"6021","1285","7","1111111"
"6022","1286","4","1111"
"6023","1286","8","11111111"
"6024","1286","6","111111"
"6025","1286","6","000000"
"6026","1286","5","11111"
"6027","1287","6","00"
"6028","1287","6","00"
"6029","1287","10","1111111111"
"6030","1287","5","11101"
"6031","1287","7","1011111"
"6032","1287","11","01111111111"
"6033","1287","10","1111111111"
"6034","1287","16","1111111111111111"
"6035","1287","14","00000000000000"
"6036","1287","6","111111"
"6037","1288","7","0010001"
"6038","1288","8","00000000"
"6039","1288","7","0000000"
"6040","1288","5","10000"
"6041","1288","4","1111"
"6042","1289","7","1111111"
"6043","1289","8","11111111"
"6044","1289","7","1110101"
"6045","1289","3","111"
"6046","1289","3","111"
"6047","219","3","111111"
"6048","219","3","111"
"6049","219","4","0111"
"6050","219","5","11111"
"6051","220","3","0"
"6052","220","8","11111111"
"6053","220","7","1111111"
"6054","220","7","1111111"
"6055","220","5","00000"
"6056","220","3","111"
"6057","220","4","1111"
"6058","220","7","1111000"
"6059","220","7","1111111"
"6060","220","5","00000"
"6061","220","11","11111111111"
"6062","220","5","11111"
"6063","220","10","1111111111"
"6064","220","8","00000000"
"6065","220","9","111111111"
"6066","220","6","111101"
"6067","220","6","111111"
"6068","220","6","111111"
"6069","220","5","11111"
"6070","220","5","00111"
"6071","220","5","00000"
"6072","220","6","101111"
"6073","220","4","1111"
"6074","221","7","0000000"
"6075","221","6","000000"
"6076","221","11","00000000000"
"6077","221","13","0000000000000"
"6078","221","7","0000000"
"6079","221","3","000"
"6080","221","3","000"
"6081","222","3","0"
"6082","222","5","0"
"6083","222","3","0"
"6084","222","13","0000000000000"
"6085","222","5","01000"
"6086","223","7","0"
"6087","223","3","111"
"6088","223","9","000000000"
"6089","223","11","00000000000"
"6090","223","10","0100000000"
"6091","223","8","00000000"
"6092","223","11","00100000000"
"6093","223","10","0000000000"
"6094","223","16","0000000000000000"
"6095","223","13","0000000000000"
"6096","223","9","111111111"
"6097","223","9","000000000"
"6098","223","9","000000000"
"6099","223","5","00000"
"6100","223","5","00000"
"6101","223","6","111111"
"6102","223","6","000000"
"6103","223","5","00000"
"6104","223","5","00000"
"6105","223","4","0000"
"6106","223","4","0000"
"6107","223","4","0000"
"6108","223","5","00010"
"6109","224","7","0000000"
"6110","224","7","0000001"
"6111","224","6","000000"
"6112","224","6","000000"
"6113","224","5","00000"
"6114","224","6","000001"
"6115","224","4","0000"
"6116","224","7","0000000"
"6117","224","8","00000000"
"6118","224","5","00000"
"6119","224","5","00000"
"6120","224","8","00000000"
"6121","224","10","0000001000"
"6122","224","4","1111"
"6123","224","8","11111011"
"6124","224","7","1111111"
"6125","225","4","0000"
"6126","226","7","1111111"
"6127","226","4","0000"
"6128","226","8","11111111"
"6129","226","8","11111111"
"6130","226","7","1111111"
"6131","226","3","000"
"6132","226","3","111"
"6133","226","3","111"
"6134","226","6","111111"
"6135","226","6","111111"
"6136","226","4","1111"
"6137","226","4","1111"
"6138","226","4","1111"
