"","res","",""
"1226","759","7","1011111"
"1227","759","7","1111111"
"1228","759","3","111"
"1229","759","3","111"
"1230","760","5","11111"
"1231","760","3","111"
"1232","760","5","11111"
"1233","760","5","11111"
"1234","760","5","11111"
"1235","760","4","1111"
"1236","761","8","0"
"1237","761","10","0"
"1238","761","8","00010010"
"1239","761","6","110000"
"1240","761","11","00000000000"
"1241","761","11","00000000000"
"1242","761","6","110010"
"1243","761","7","0000001"
"1244","761","5","00011"
"1245","761","4","0000"
"1246","762","12","000000000000"
"1247","762","13","0000000000000"
"1248","762","9","001000000"
"1249","763","4","0"
"1250","763","6","110111"
"1251","763","4","1111"
"1252","763","4","1111"
"1253","764","4","1101"
"1254","764","5","11011"
"1255","764","5","11111"
"1256","764","5","10111"
"1257","764","6","101111"
"1258","764","6","111111"
"1259","764","8","11111111"
"1260","764","6","111111"
"1261","764","6","000000"
"1262","764","3","111"
"1263","764","3","111"
"1264","765","9","01000"
"1265","765","9","111111101"
"1266","765","6","000000"
"1267","765","6","101011"
"1268","765","5","00000"
"1269","765","6","111111"
"1270","765","6","111111"
"1271","765","5","11110"
"1272","765","5","11111"
"1273","765","3","111"
"1274","765","3","111"
"1275","765","3","111"
"1276","765","3","110"
"1277","766","4","00"
"1278","766","6","00"
"1279","766","7","1011111"
"1280","766","6","111110"
"1281","766","6","110111"
"1282","767","6","100000"
"1283","767","5","00000"
"1284","767","5","00000"
"1285","767","5","00000"
"1286","767","9","000010000"
"1287","767","12","001000000000"
"1288","767","12","000000000000"
"1289","767","10","0100000000"
"1290","767","10","1111101111"
"1291","767","4","0000"
"1292","767","10","0000000000"
"1293","767","15","000000000000000"
"1294","767","11","00000101000"
"1295","767","8","00000000"
"1296","767","7","1000000"
"1297","768","7","00"
"1298","768","9","00"
"1299","768","10","0000000000"
"1300","768","8","00000000"
"1301","768","14","00000000000000"
"1302","768","12","000000000000"
"1303","768","11","00000000000"
"1304","768","10","0000000000"
"1305","768","11","00000000000"
"1306","768","7","0000000"
"1307","769","12","000000000000"
"1308","769","7","0000000"
"1309","769","3","111"
"1310","769","3","001"
"1311","770","10","0000000001"
"1312","770","13","0000000000000"
"1313","770","16","0000000000000000"
"1314","770","5","00100"
"1315","770","5","00000"
"1316","770","5","00000"
"1317","770","5","00000"
"1318","770","7","0000000"
"1319","770","4","0010"
"1320","770","7","0000000"
"1321","770","8","00000000"
"1322","770","7","0000000"
"1323","770","8","00000000"
"1324","770","6","000000"
"1325","770","7","1000000"
"1326","771","3","1"
"1327","771","3","1"
"1328","771","3","1"
"1329","771","10","0000000000"
"1330","771","11","00000000000"
"1331","771","10","0000000000"
"1332","772","4","000000"
"1333","772","6","000000"
"1334","772","13","0000000000000"
"1335","772","15","000000000000100"
"1336","772","15","000000000000100"
"1337","772","20","00000000000000000000"
"1338","772","12","100000000000"
"1339","772","9","000000000"
"1340","772","13","0000100000000"
"1341","772","12","000100000000"
"1342","772","7","1000000"
"1343","772","7","0000000"
"1344","772","7","0000001"
"1345","772","11","00000000000"
"1346","772","9","000001000"
"1347","772","9","000001100"
"1348","772","7","0000000"
"1349","772","8","00000111"
"1350","772","5","11111"
"1351","772","4","0000"
"1352","773","5","1"
"1353","773","5","1"
"1354","773","5","1"
"1355","773","5","10111"
"1356","773","3","111"
"1357","774","5","0"
"1358","774","8","10011111"
"1359","774","8","11111111"
"1360","774","5","11110"
"1361","774","5","11111"
"1362","774","6","111011"
"1363","774","5","11110"
"1364","774","5","11110"
"1365","774","6","111111"
"1366","774","11","11011111111"
"1367","774","10","1011111111"
"1368","774","10","1111111111"
"1369","774","11","01111111110"
"1370","774","8","11111111"
"1371","774","5","11100"
"1372","774","3","100"
"1373","774","3","111"
"1374","774","3","110"
"1375","775","3","000"
"1376","775","7","0010011"
"1377","775","10","0000000000"
"1378","775","10","0000000000"
"1379","775","7","0000000"
"1380","775","7","0000000"
"1381","777","8","11111111"
"1382","777","6","111111"
"1383","777","7","1111111"
"1384","777","5","11111"
"1385","777","5","11111"
"1386","777","5","11110"
"1387","778","3","1"
"1388","778","3","1"
"1389","778","4","1111"
"1390","778","4","1100"
"1391","778","5","11001"
"1392","778","4","0000"
"1393","778","6","111111"
"1394","778","6","111111"
"1395","778","6","111111"
"1396","778","6","111111"
"1397","778","6","111111"
"1398","778","4","1111"
"1399","779","6","000111"
"1400","779","8","11111111"
"1401","779","8","11111111"
"1402","779","7","1111111"
"1403","779","7","1111111"
"1404","779","7","1111111"
"1405","779","4","1111"
"1406","779","3","000"
"1407","779","4","1111"
"1408","779","3","110"
"1409","780","6","110111"
"1410","780","3","011"
"1411","780","7","1111101"
"1412","780","5","10111"
"1413","780","6","101110"
"1414","780","7","1111110"
"1415","780","5","11111"
"1416","780","5","11000"
"1417","780","5","11101"
"1418","780","5","11111"
"1419","780","5","11000"
"1420","780","5","11101"
"1421","780","3","111"
"1422","781","3","00"
"1423","781","3","00"
"1424","781","3","00"
"1425","781","6","111101"
"1426","781","3","111"
"1427","782","4","0"
"1428","782","5","11011"
"1429","783","3","111"
"1430","783","7","1111111"
"1431","783","8","11011110"
"1432","783","6","000000"
"1433","783","6","111111"
"1434","783","5","00000"
"1435","783","6","111111"
"1436","783","4","1111"
"1437","783","6","111110"
"1438","783","4","1111"
"1439","783","3","111"
"1440","784","5","01111"
"1441","784","5","11111"
"1442","784","5","11100"
"1443","784","3","111"
"1444","784","3","010"
"1445","785","3","111"
"1446","785","5","01111"
"1447","785","6","111111"
"1448","785","7","1111111"
"1449","785","5","11111"
"1450","785","3","110"
"1451","786","4","1"
"1452","786","4","1"
"1453","786","10","1111111111"
"1454","786","10","1111111111"
"1455","786","3","000"
"1456","786","5","11111"
"1457","786","4","1101"
"1458","786","4","1111"
"1459","786","5","11111"
"1460","786","5","11111"
"1461","786","6","111111"
"1462","787","9","111"
"1463","787","12","111111011111"
"1464","787","13","1111110111111"
"1465","787","6","111101"
"1466","787","7","1111111"
"1467","787","6","111111"
"1468","788","8","01111111"
"1469","788","7","1111111"
"1470","788","9","111111111"
"1471","788","9","111111110"
"1472","788","6","111111"
"1473","788","4","0000"
"1474","788","4","1011"
"1475","789","5","11111"
"1476","789","6","111111"
"1477","789","6","111111"
"1478","789","3","000"
"1479","790","5","11111"
"1480","790","4","1000"
"1481","790","3","111"
"1482","790","3","111"
"1483","790","3","110"
"1484","790","5","11101"
"1485","790","5","11001"
"1486","790","8","11111111"
"1487","790","10","1111111111"
"1488","790","9","111111111"
"1489","790","5","11111"
"1490","790","6","111111"
"1491","790","5","11111"
"1492","790","15","111111111111101"
"1493","790","17","11111111111110111"
"1494","790","18","111111111111111111"
"1495","790","18","111111111111101110"
"1496","790","17","11111111101111111"
"1497","790","15","111111111111111"
"1498","790","15","111111111101110"
"1499","790","12","111111111111"
"1500","790","8","11111111"
"1501","790","3","000"
"1502","791","4","0000"
"1503","791","5","00001"
"1504","791","4","1111"
"1505","791","3","011"
"1506","791","4","0111"
"1507","791","4","1111"
"1508","791","5","11111"
"1509","791","3","000"
"1510","791","5","11111"
"1511","791","4","0111"
"1512","791","4","1111"
"1513","791","4","1111"
"1514","791","5","11111"
"1515","791","6","111111"
"1516","791","7","0111111"
"1517","791","10","1111111111"
"1518","791","6","111111"
"1519","791","5","11111"
"1520","792","6","111101"
"1521","792","6","111111"
"1522","792","3","000"
"1523","792","5","10111"
"1524","792","5","01111"
"1525","792","5","01111"
"1526","792","4","0001"
"1527","792","4","1111"
"1528","792","4","1111"
"1529","792","5","11111"
"1530","793","3","11"
"1531","793","5","11111"
"1532","793","5","00011"
"1533","794","6","111111"
"1534","794","6","011101"
"1535","794","6","011111"
"1536","795","6","1"
"1537","795","6","111111"
"1538","795","6","111111"
"1539","795","4","1111"
"1540","795","4","1111"
"1541","795","4","1111"
"1542","795","4","0000"
"1543","795","6","111111"
"1544","796","7","1111111"
"1545","796","7","0111110"
"1546","796","6","011101"
"1547","796","8","01110111"
"1548","797","4","1001"
"1549","797","8","11111111"
"1550","797","7","1111111"
"1551","797","10","1111011111"
"1552","797","6","111000"
"1553","797","8","11111111"
"1554","797","7","1011111"
"1555","798","4","0"
"1556","798","4","0"
"1557","798","5","01111"
"1558","798","4","1100"
"1559","798","3","000"
"1560","798","3","111"
"1561","798","8","00000000"
"1562","798","9","111111111"
"1563","798","3","110"
"1564","799","3","1"
"1565","799","7","1111111"
"1566","799","8","11111111"
"1567","799","7","0111111"
"1568","800","3","0000111"
"1569","800","3","000"
"1570","800","5","11111"
"1571","800","5","11101"
"1572","800","7","1101001"
"1573","800","3","000"
"1574","800","6","111000"
"1575","800","7","1110000"
"1576","800","4","0111"
"1577","800","4","1011"
"1578","800","4","0111"
"1579","800","4","1111"
"1580","800","4","0000"
"1581","801","3","111"
"1582","801","3","101"
"1583","801","3","011"
"1584","801","5","11111"
"1585","801","6","111111"
"1586","801","4","1111"
"1587","801","6","111111"
"1588","802","3","0111"
"1589","802","4","1111"
"1590","802","4","1111"
"1591","802","4","1000"
"1592","802","3","001"
"1593","802","4","0011"
"1594","802","3","111"
"1595","802","3","111"
"1596","802","4","1011"
"1597","802","5","01101"
"1598","802","4","1111"
"1599","802","6","111111"
"1600","802","7","1111011"
"1601","802","7","1111111"
"1602","802","8","11111011"
"1603","802","8","11111011"
"1604","802","8","11111111"
"1605","802","8","11011111"
"1606","802","8","11111111"
"1607","802","5","00000"
"1608","802","4","1111"
"1609","803","6","111101"
"1610","803","6","000000"
"1611","803","4","0000"
"1612","803","7","1101111"
"1613","803","8","11011111"
"1614","803","7","1101111"
"1615","803","3","000"
"1616","803","4","1111"
"1617","804","10","1111111111"
"1618","804","9","111111011"
"1619","804","8","11101111"
"1620","804","8","00110111"
"1621","804","8","00110111"
"1622","804","4","1000"
"1623","805","9","101111111"
"1624","805","7","1111111"
"1625","805","9","000000000"
"1626","805","7","1111111"
"1627","805","4","0000"
"1628","805","7","0111111"
"1629","806","4","1"
"1630","806","6","1"
"1631","806","6","1"
"1632","806","5","11111"
"1633","806","6","111111"
"1634","806","5","01111"
"1635","806","6","111101"
"1636","806","5","11111"
"1637","806","6","111111"
"1638","806","6","110111"
"1639","806","6","011111"
"1640","806","6","111111"
"1641","807","18","000000000000000000"
"1642","807","8","00000000"
"1643","807","3","110"
"1644","807","4","0000"
"1645","807","13","0000000000000"
"1646","807","17","00000000000000000"
"1647","807","9","111111110"
"1648","807","7","0111000"
"1649","807","14","00000000101100"
"1650","807","14","00101100001010"
"1651","807","11","00000000000"
"1652","807","20","10011000000010001011"
"1653","807","15","000000000000001"
"1654","807","12","000000000100"
"1655","807","9","000000000"
"1656","807","16","0000000000000000"
"1657","807","5","01001"
"1658","807","10","0000000000"
"1659","807","8","00000000"
"1660","807","11","00000000000"
"1661","807","3","000"
"1662","808","3","1"
"1663","808","3","110"
"1664","808","3","100"
"1665","808","3","100"
"1666","808","3","000"
"1667","808","4","0000"
"1668","808","4","1111"
"1669","808","4","1111"
"1670","809","5","11101"
"1671","809","5","00000"
"1672","809","5","00001"
"1673","809","3","000"
"1674","809","4","1110"
"1675","810","8","10101111"
"1676","810","4","1111"
"1677","810","4","1111"
"1678","810","4","1110"
"1679","810","3","111"
"1680","810","3","111"
"1681","811","5","11111"
"1682","811","6","111111"
"1683","811","4","1111"
"1684","811","3","111"
"1685","812","6","101011"
"1686","812","5","00000"
"1687","812","6","100000"
"1688","812","6","000000"
"1689","812","7","1100111"
"1690","812","6","110111"
"1691","813","5","11111"
"1692","813","5","11111"
"1693","813","8","11111111"
"1694","813","8","11111011"
"1695","813","8","11111111"
"1696","813","7","1110111"
"1697","813","4","1111"
"1698","813","6","111110"
"1699","813","4","1111"
"1700","813","3","111"
"1701","813","3","111"
"1702","814","3","000"
"1703","814","6","000000"
"1704","814","8","10111111"
"1705","814","5","11111"
"1706","814","6","111111"
"1707","814","6","110111"
"1708","814","5","01111"
"1709","814","3","000"
"1710","815","6","110011"
"1711","815","7","1111011"
"1712","815","7","1111011"
"1713","815","7","0000000"
"1714","815","4","0011"
"1715","815","4","0000"
"1716","815","4","0111"
"1717","816","8","11111111"
"1718","816","5","00000"
"1719","816","6","111111"
"1720","816","5","11111"
"1721","816","5","10011"
"1722","816","5","11111"
"1723","816","6","111001"
"1724","816","5","10110"
"1725","816","5","11101"
"1726","816","5","11111"
"1727","816","4","1101"
"1728","816","4","0110"
"1729","816","3","001"
"1730","817","6","111111"
"1731","817","6","011111"
"1732","817","6","111111"
"1733","817","4","0000"
"1734","817","6","111111"
"1735","817","5","11100"
"1736","817","5","01111"
"1737","817","5","00000"
"1738","817","4","0010"
"1739","817","3","111"
"1740","818","5","01100"
"1741","818","3","000"
"1742","818","3","000"
"1743","819","3","111"
"1744","819","3","111"
"1745","819","5","11111"
"1746","819","5","01111"
"1747","819","4","1111"
"1748","819","4","1011"
"1749","820","3","000"
"1750","820","6","000000"
"1751","821","7","1"
"1752","821","7","1101111"
"1753","821","6","101111"
"1754","821","5","11111"
"1755","821","9","111111101"
"1756","821","8","11111111"
"1757","821","7","1111101"
"1758","821","7","0000001"
"1759","822","4","1"
"1760","822","5","11111"
"1761","822","3","000"
"1762","822","3","111"
"1763","822","5","11111"
"1764","822","4","1111"
"1765","822","4","1011"
"1766","822","4","1111"
"1767","822","7","1111111"
"1768","822","7","1111111"
"1769","822","6","111111"
"1770","822","5","11111"
"1771","822","5","11111"
"1772","822","3","111"
"1773","822","3","111"
"1774","822","3","111"
"1775","822","3","111"
"1776","822","3","111"
"1777","822","3","111"
"1778","822","3","111"
"1779","822","3","000"
"1780","823","4","1001"
"1781","823","4","1001"
"1782","823","4","1111"
"1783","823","4","1111"
"1784","823","4","1111"
"1785","824","10","0"
"1786","824","8","11111111"
"1787","824","8","00011111"
"1788","824","10","0001110011"
"1789","824","6","000000"
"1790","825","3","111"
"1791","825","4","1101"
"1792","825","3","000"
"1793","825","7","1111111"
"1794","825","5","11111"
"1795","826","7","1101111"
"1796","826","8","11110111"
"1797","826","4","0100"
"1798","826","4","0100"
"1799","826","6","111111"
"1800","826","6","111111"
"1801","826","5","00000"
"1802","826","3","110"
"1803","827","6","111111"
"1804","827","3","000"
"1805","827","3","111"
"1806","827","3","111"
"1807","827","6","000111"
"1808","827","5","11111"
"1809","827","8","11111111"
"1810","827","8","11111101"
"1811","827","8","11110111"
"1812","827","3","000"
"1813","827","4","0111"
"1814","828","4","0000"
"1815","828","4","1110"
"1816","828","4","1110"
"1817","828","5","11111"
"1818","828","5","11111"
"1819","828","6","111111"
"1820","828","4","1111"
"1821","828","6","111111"
"1822","829","3","111"
"1823","829","5","10111"
